UniqueCount	AmbigCount
674	0
148	0
289	0
837	10
925	10
0	0
2283	15
4979	15
947	0
1973	0
0	0
2135	3
1643	27
1060	38
1639	18
1218	17
2577	13
924	0
2548	0
2491	1
0	0
1772	3
916	3
0	0
549	8
120	17
763	9
2594	1
3646	0
1	0
1523	10
2515	25
638	15
1845	0
1003	4
1588	7
5723	3
2939	1
3401	5
1186	5
2347	3
1341	3
2566	0
3558	7
1734	7
1599	22
1448	20
2171	0
6778	1
1678	1
2389	0
566	0
1220	0
2055	0
0	0
1995	0
745	0
2243	1
1693	1
773	0
1163	2
2257	6
2110	4
79	1
3376	1
719	0
982	0
1291	2
700	2
2197	12
3014	11
0	0
2076	1
2681	0
933	0
2241	2
2378	2
1726	0
0	0
4961	0
0	0
3073	0
3102	1
995	12
1945	12
1858	2
0	0
2143	0
1	0
2096	0
745	2
2558	18
7626	31
1072	29
1583	14
293	1
1909	5
361	6
1578	2
1253	6
1241	6
1592	24
2777	24
497	14
1176	25
3158	11
2279	1
10475	1
324	1
4512	2
2081	1
1686	21
995	21
559	1
1518	0
0	0
1877	2
659	14
2342	22
1105	27
1669	17
3072	0
363	1
2444	1
597	0
1758	0
214	0
736	2
745	2
583	0
1071	0
1349	0
355	0
534	4
474	4
1670	0
1683	0
2242	1
2943	1
0	0
1203	8
660	14
238	18
1747	37
2807	27
647	1
958	2
1759	2
905	0
0	0
0	0
925	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
255	1
6917	120
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
119	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
832	2
1549	2
821	0
2698	10
1602	15
1955	7
0	0
832	0
2335	15
1333	16
613	1
553	0
1022	1
1990	1
1859	17
6751	48
2632	31
0	0
474	4
2164	4
715	0
1018	15
2070	15
1619	0
2853	0
607	0
313	0
96	1
981	2
753	5
2017	5
1249	12
3161	12
2079	0
640	0
1801	20
701	20
2678	1
2157	1
0	0
3856	0
898	0
2019	0
1894	0
1571	15
3315	19
303	14
1450	11
1642	0
795	0
110	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
110	0
0	0
325	135
207	0
6604	4
965	4
0	0
1	0
633	0
15	0
0	0
0	0
169	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2198	0
832	2
2462	15
154	12
684	18
335	18
2137	1
1160	17
2101	20
1276	25
552	22
1579	0
1922	0
757	0
1	0
1339	18
2687	18
845	0
0	0
960	7
2047	9
810	0
2664	2
1749	2
76	0
2689	16
2686	35
381	19
2928	0
2269	3
4070	16
4461	28
1204	15
405	0
2784	0
2166	12
325	12
112	28
1045	28
1523	6
2993	6
2092	16
1486	17
1	0
3303	0
2003	0
951	9
1857	9
127	6
3005	7
2127	0
461	0
155	0
2158	7
1663	32
815	25
942	0
981	8
1506	30
1778	35
1207	34
1869	52
587	31
142	0
0	0
2660	0
350	7
3429	7
0	0
0	0
0	0
0	0
0	174
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
2	0
0	0
0	0
668	0
1	0
33	0
0	1
0	0
0	0
0	0
0	0
76	135
0	0
0	0
0	0
0	0
492	0
0	0
162	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	74
0	0
1956	0
2016	0
2442	1
1444	4
1491	4
2614	0
671	0
649	0
903	10
154	10
3344	2
313	1
1438	12
2377	13
1237	2
1520	0
89	0
0	0
0	0
1477	0
1167	0
0	0
1957	30
2984	30
1791	0
2435	0
224	3
1759	3
1173	0
4002	1
6	0
3349	0
1775	9
597	14
989	15
628	13
103	3
3084	0
3202	18
265	18
1680	13
3038	31
1911	29
2423	35
853	39
2557	16
0	0
680	9
4637	10
1426	19
877	49
412	30
229	29
404	42
114	15
2179	3
459	11
723	11
3397	27
735	26
803	13
3839	16
3444	3
2	0
5835	21
1332	20
3273	2
2596	7
2060	6
2373	0
75	0
199	5
356	5
3074	10
1144	10
0	0
0	0
1545	0
954	14
1354	30
1422	37
1143	21
60	0
1150	0
535	1
819	1
705	7
2529	7
194	0
0	0
517	18
2580	33
1348	25
2925	26
718	30
715	13
147	6
1289	30
628	29
2139	6
1037	10
2147	16
781	9
510	26
1957	31
1297	15
1886	28
992	22
259	0
2591	0
2791	0
412	2
2506	2
1752	0
924	1
3393	2
901	0
1738	0
1597	1
1341	1
2515	12
2283	12
757	0
456	28
2556	28
35	0
124	292
1255	1
669	0
611	0
3033	0
234	10
1713	64
158	54
1205	1
386	3
2060	2
2313	0
0	0
0	0
0	0
1883	0
1161	0
3741	0
3096	9
4684	16
656	29
2272	22
14629	0
2819	9
1806	36
1634	27
1839	0
0	0
0	0
191	0
2915	1
607	1
2900	1
1219	12
2608	14
832	1
331	0
2557	1
1958	6
2217	17
2041	11
3	0
2219	22
3969	32
2541	11
4528	1
692	0
249	3
834	3
3151	0
1787	0
1777	1
1643	1
2669	1
3576	3
273	1
1951	0
1844	1
827	10
535	9
1576	0
1540	0
51	0
995	0
2	0
1457	1
693	1
120	0
3791	0
0	0
0	0
1497	0
3570	0
22	0
145	0
0	0
0	0
0	0
0	0
0	0
0	0
605	15
653	15
1534	3
1526	8
1524	8
1483	3
559	22
1837	23
520	18
514	17
2	0
250	0
1128	9
2612	24
654	21
120	15
790	31
503	33
964	25
627	23
146	17
964	21
399	23
550	23
289	23
208	41
669	48
1271	30
463	24
302	10
1495	6
290	16
1084	24
1139	16
407	3
563	0
2384	1
4586	1
0	0
1777	1
1597	0
93	0
1509	0
150	0
449	0
7217	1
2771	1
282	24
1659	24
702	6
2391	9
474	3
93	0
1	0
0	0
2151	16
1102	40
223	32
698	24
744	36
2510	22
745	38
744	38
1883	2
1107	26
1162	32
1435	6
1575	0
1420	2
923	2
2026	1
1592	0
1598	0
349	9
543	29
3354	32
621	40
1280	36
1107	14
1651	4
533	0
499	0
1556	12
4631	12
1446	23
246	21
2763	1
2187	1
605	0
749	0
1795	1
2154	1
1165	0
262	0
763	27
6345	27
1814	0
1585	0
1366	0
1350	2
402	2
1795	1
2881	0
467	0
177	0
157	15
1104	22
1782	7
981	6
3358	6
1459	6
823	6
853	1
1684	0
2121	0
2525	22
3593	23
1998	1
628	0
1897	0
2646	0
1293	1
1294	0
2121	13
397	13
183	2
2590	28
1761	27
926	0
1004	0
2397	3
2094	10
1816	6
831	9
591	10
1937	1
1305	0
4361	20
1211	22
1021	1
3	0
3005	0
1832	1
1333	12
2308	12
1182	26
2971	26
630	7
771	6
3288	0
3738	0
3635	1
746	1
970	0
1797	0
378	0
2083	0
2	0
545	0
0	0
2926	1
1233	4
2104	7
2854	8
177	4
681	0
5241	1
340	1
440	0
2853	1
488	0
831	0
702	2
2450	2
1591	0
1114	4
2109	20
777	19
1227	4
1098	18
2875	18
7381	1
1721	18
305	22
4906	4
1365	0
952	1
1586	0
178	2
863	2
3498	0
286	19
252	19
1	0
1111	9
450	9
2757	1
1383	28
1433	83
1481	57
3062	4
60	2
1	0
1353	0
1796	0
0	0
2039	0
1928	1
1988	26
2099	28
723	3
1368	20
2307	42
2166	41
3075	44
1408	29
170	3
84	0
4185	12
4143	13
1	0
0	0
667	0
2228	11
1099	11
2298	0
698	0
1047	1
1563	1
2951	0
5019	1
1	0
4032	1
0	0
3207	2
1488	2
1855	0
2701	0
1223	40
1808	50
1053	26
2406	16
0	0
79	2
1026	3
3152	0
2755	0
2262	0
1476	2
1121	2
2224	0
182	0
263	0
653	0
3756	0
1442	0
2437	15
1420	34
1453	24
1708	4
1894	9
3354	8
2649	0
1454	10
1489	10
0	0
957	0
3507	3
756	2
0	0
0	0
464	0
1327	0
461	0
96	0
179	0
1	0
108	16
0	0
0	0
1937	16
0	0
0	0
0	0
4345	0
283	0
368	0
240	2
2577	2
0	0
0	0
0	0
1589	0
2502	178
4237	178
0	0
425	6
2858	7
3283	0
1431	0
1514	0
1238	0
711	0
2761	1
1232	0
0	0
2502	0
621	0
1524	23
1587	23
4902	0
1858	1
1119	2
1702	1
692	0
351	0
1600	1
1267	1
2123	1
1686	1
1269	3
1272	3
1037	0
793	0
155	1
0	0
1673	16
1141	27
1938	14
146	1
1685	0
1850	1
472	12
624	11
4707	0
3521	3
1325	41
602	38
1721	0
258	0
675	0
0	0
0	0
0	0
2744	0
2652	0
883	0
5200	0
132	4
4445	10
255	6
5784	0
1020	0
155	0
3464	0
1155	0
147	0
4988	0
145	2
1922	9
2233	7
3228	2
1653	12
2287	28
3126	37
763	18
1297	0
4104	0
899	0
1362	0
2207	0
13	0
93	0
1036	0
832	1
231	0
586	20
1749	31
353	12
1041	13
1292	13
2070	12
1554	11
1736	0
2283	1
379	13
484	25
275	12
1646	1
2387	0
357	0
1568	0
845	1
0	0
0	0
2320	2
518	0
1617	6
1447	6
1489	0
1284	0
1929	1
2975	1
2786	1
627	1
2020	1
3615	0
483	2
3352	3
698	1
228	0
3831	0
3259	0
0	0
1256	0
0	0
4102	1
113	0
0	0
993	9
4518	10
2852	0
0	0
978	0
4240	1
0	0
911	8
361	8
2	0
5132	29
1645	29
1993	18
1376	23
180	5
3318	0
0	0
895	0
1577	1
5136	116
1476	2
2045	8
3160	8
2059	7
2834	6
113	12
757	12
3462	0
999	0
656	0
4823	3
4467	14
1820	11
7234	1
3914	2
1050	0
4481	0
3077	25
3397	36
5666	22
1828	54
3495	89
3644	58
2842	14
12248	0
1453	0
658	20
368	21
539	2
1104	7
832	8
890	2
1809	8
1507	15
1382	7
1116	0
3141	38
455	56
2202	22
2318	4
4784	0
2920	11
1269	29
1010	45
997	27
2068	20
2441	42
1167	23
1809	0
2737	0
1096	8
2035	17
4046	11
1068	4
1932	4
971	0
2185	1
2162	0
1339	0
1643	0
408	0
867	0
3377	0
1826	1
1046	0
2315	0
1884	0
752	0
1887	25
5071	25
0	136
0	0
0	0
0	0
65	136
335	0
1231	0
594	1
532	1
1933	16
1481	38
4467	25
3291	3
544	1
112	0
