UniqueCount	AmbigCount
1068	4
2111	4
2171	1
586	2
2469	1
41	1
308	1
1638	11
1631	11
0	0
1268	15
1093	20
2007	10
1506	8
504	4
225	2
486	1
1222	2
1425	1
0	0
75	6
2522	28
2042	32
188	31
1921	20
204	0
314	6
1591	6
179	0
421	0
2110	1
2392	1
2011	6
393	7
1837	1
422	14
269	31
597	36
2439	48
295	43
488	21
4005	9
443	5
798	4
406	0
1869	2
1921	0
2081	0
2	0
1351	0
2349	14
1965	14
2499	2
829	14
773	14
674	0
6640	22
6842	22
1452	2
423	0
2299	1
1264	0
285	0
2890	0
4454	1
1434	1
1723	29
928	49
1595	29
669	9
121	0
1524	15
2139	24
373	9
1438	20
1712	20
1784	18
1565	20
2668	3
3024	6
1501	19
1594	10
1373	1
1382	7
1271	6
527	0
1121	0
1642	2
3220	3
1376	11
415	11
861	0
373	10
921	13
1208	4
1305	5
2234	18
3400	13
1376	0
1717	1
2538	0
1092	0
693	1
1892	26
1721	24
2514	22
229	37
2588	15
1200	0
3891	19
2181	18
2428	0
680	0
141	0
1620	0
81	5
735	5
1	0
2	0
3166	1
398	9
902	9
296	1
0	0
311	0
1228	3
40	3
265	0
649	2
1367	3
0	0
1815	11
2732	11
1152	17
1189	16
376	1
1823	1
1514	0
1786	0
1400	1
522	0
0	0
6581	1
531	1
571	5
2054	6
1982	4
253	12
943	31
3647	44
1900	23
0	0
314	0
1355	0
512	21
1717	28
1016	15
171	19
932	23
3523	47
2301	49
1624	13
728	3
2329	2
1870	0
1161	21
2457	27
786	7
0	0
30	0
2063	0
1834	3
720	3
253	12
3184	12
186	0
2477	16
1450	16
981	1
27	0
2848	15
166	15
1	0
838	0
663	0
1988	12
1682	13
2158	9
2435	7
204	0
609	11
1685	17
1173	24
1259	39
1756	24
1524	3
456	0
2234	0
878	0
1221	0
128	2
3131	3
102	9
664	8
222	0
1948	0
6049	2
1630	0
1345	19
599	18
128	18
1595	25
612	10
1493	2
205	4
369	4
589	16
590	18
1777	2
761	0
2790	1
1497	0
931	4
1414	6
1295	4
1079	67
239	68
1045	9
315	6
0	0
1011	0
1628	13
4100	14
1410	1
219	4
642	9
2734	11
3715	7
288	0
0	0
2922	0
811	2
2737	11
1197	10
1159	11
799	13
667	3
92	0
261	0
0	0
0	0
581	0
599	0
355	0
0	0
122	0
103	0
190	0
1597	0
44	0
212	0
1029	1
933	1
991	0
1730	6
1452	6
2394	0
142	0
1325	0
110	0
73	3
44	3
1092	2
559	2
183	0
2063	0
540	10
1607	27
475	42
3950	24
1180	12
2032	18
1831	8
2247	12
1954	11
865	4
984	12
742	20
262	13
1105	8
853	6
4699	0
1139	0
513	12
1239	12
642	0
1869	4
1209	12
1790	19
1664	22
5089	13
818	13
857	14
137	2
457	0
2705	0
831	9
162	9
1936	9
3969	9
1318	1
270	1
590	20
1407	38
2113	38
1780	34
971	34
3150	22
1174	10
887	17
911	7
104	0
360	6
2644	7
3232	1
836	29
1413	30
1389	6
1062	6
0	0
201	0
1042	0
5886	6
1921	21
294	19
2202	3
258	0
551	1
950	2
363	1
4050	0
1355	6
987	6
1736	7
1356	7
0	0
0	0
491	0
3120	0
2010	0
1398	19
680	24
2187	9
1059	4
0	0
1	0
1435	1
1021	9
677	8
1029	23
983	23
1707	0
2632	0
7093	0
516	6
1722	10
217	20
329	22
3053	6
315	1
1188	2
1414	3
218	1
3420	1
2401	1
3381	16
990	23
1899	24
1886	32
953	17
1144	11
422	14
658	5
1620	0
1585	0
2171	0
103	0
1146	1
2562	9
1195	9
253	0
2383	7
319	9
536	2
3946	11
3138	12
684	3
1139	1
2378	2
2463	1
1183	2
1250	10
165	8
543	0
1865	6
1895	6
360	6
2133	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
191	0
0	0
0	0
0	0
0	0
0	0
89	0
0	0
0	0
1507	0
96	1
2389	1
1316	0
962	7
1395	11
823	3
154	0
653	0
1150	0
713	1
2146	1
1922	2
1606	13
1241	12
1072	2
358	0
1	0
2119	0
2109	0
63	0
192	0
1409	0
1	0
1225	0
735	0
138	0
131	0
3201	0
270	0
0	0
478	0
1586	0
378	1
2510	2
4068	2
469	1
272	0
766	0
3204	11
3720	9
0	0
2092	0
1154	7
52	14
1775	7
3803	0
538	0
1393	0
94	0
1756	0
1508	0
1379	0
1977	7
642	7
1393	5
1109	8
830	16
1746	26
986	14
2001	5
1947	5
912	4
538	3
971	17
1111	20
1117	11
1481	7
73	34
311	34
2834	0
752	4
1125	9
1321	16
1266	11
0	0
1357	1
1338	0
2274	0
1686	2
1348	3
1274	2
916	2
928	2
1722	14
1560	37
1919	23
359	0
143	0
300	0
191	8
757	22
1715	18
1914	4
3091	7
1222	9
134	12
1289	12
1695	8
4879	8
2173	20
914	19
41	1
118	2
760	4
1639	13
640	11
2363	0
194	0
632	0
494	0
617	0
1151	1
635	1
1434	0
525	10
1793	17
176	17
162	10
979	0
85	0
450	5
43844	7
2049	0
2155	3
1572	4
1677	0
1235	1
6033	0
2248	0
285	0
1885	0
343	4
832	9
377	5
1083	16
3915	16
320	0
1025	19
1024	19
2353	0
5075	10
1455	12
2011	17
1854	13
279	0
1101	0
642	14
781	27
1907	13
2205	1
1433	1
1698	0
110	1
547	1
1611	13
872	13
820	1
288	1
240	0
1534	8
2226	8
1935	0
187	0
69	0
0	0
985	1
1644	0
1569	0
0	0
2021	0
2344	15
1559	16
207	1
819	0
0	0
93	3
0	0
485	216
378	3
183	0
0	0
3399	114
392	0
454	3
120	11
881	8
3427	18
5938	18
455	3
4723	20
2229	37
19623	25
158	13
580	12
1202	4
1969	4
710	1
930	2
746	7
552	5
4031	11
2402	56
4695	47
5686	21
525	21
433	0
837	0
967	0
0	0
0	0
0	0
0	0
0	0
262	0
7	0
0	0
0	0
0	0
0	0
649	0
595	1
260	0
489	0
0	0
164	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
90	0
274	3
990	47
474	44
0	0
0	0
0	0
0	0
0	0
0	0
0	63
2256	2
4733	1
3481	1
591	216
3833	32
1436	31
1267	12
948	28
1362	15
832	3
1757	8
713	7
849	4
1717	1
208	16
1351	16
1509	2
1690	2
3046	0
1675	4
3403	4
1902	20
249	66
500	47
2990	5
2260	5
134	1
0	0
2028	22
571	21
2444	11
1914	24
1671	28
2883	15
3470	2
679	2
1735	34
201	54
2675	29
553	11
447	11
2731	38
735	30
1001	13
2014	13
863	8
158	9
1514	1
528	0
2979	24
2750	31
2070	8
810	1
50	0
745	37
452	42
644	13
334	33
1578	25
1915	2
1019	17
416	33
1953	38
163	18
886	0
109	0
4240	3
931	2
556	14
1433	19
1364	5
1663	7
2615	7
1993	16
1197	18
2119	4
3432	3
1450	3
685	2
2834	1
1235	6
1530	15
481	10
289	11
586	20
1659	10
1128	5
1785	8
1149	3
139	0
2607	6
1228	13
1654	25
2134	17
3556	1
994	8
1842	8
1953	1
2	0
3578	2
247	4
1615	7
3825	4
610	4
1102	10
1128	13
400	33
842	32
784	16
229	16
1351	17
2151	27
774	28
1090	12
227	0
1038	0
0	0
2138	14
1127	41
2403	35
670	15
1488	8
1009	2
626	5
929	22
2270	28
1510	24
1009	12
304	10
549	24
245	16
4763	6
4377	6
1019	6
1971	0
1596	0
63	0
91	0
2167	0
1095	0
1	0
3390	8
2124	8
1330	23
607	35
3837	11
682	7
4411	6
4221	0
229	9
2082	15
1621	25
1597	25
864	14
535	17
2221	8
271	13
348	30
323	18
572	9
1417	8
2	0
600	0
126	0
262	0
769	8
823	8
0	0
2096	4
4577	4
872	0
1694	0
1	0
2229	2
1574	15
969	22
1440	16
1166	12
2355	6
838	1
2272	2
2286	2
0	0
1572	6
852	6
2	0
471	7
126	17
687	12
2412	0
3565	1
1	0
1454	5
2480	14
659	9
1596	0
913	7
1373	10
5054	4
2519	1
2951	8
936	7
2219	5
1387	4
2394	0
3355	13
1557	13
1516	19
1359	19
2051	0
5865	0
1601	0
2134	0
493	1
1111	0
1846	1
0	0
1882	0
646	0
2237	1
1471	1
738	0
1042	4
2001	7
1855	4
56	1
3009	1
631	0
813	0
1099	3
576	3
2002	10
2920	10
0	0
1836	1
2526	1
902	2
2147	2
2191	2
1432	0
0	0
4350	1
0	0
3103	1
2936	0
947	12
1853	12
1647	0
1	0
1854	2
0	0
1913	0
647	2
2256	12
6838	18
887	21
1351	13
284	0
1745	4
349	4
1423	0
1138	13
1208	13
1363	12
2483	12
452	11
1019	17
2787	6
2042	3
9748	1
299	1
4234	1
1869	2
1517	24
870	23
508	2
1399	1
0	0
1646	0
628	17
2082	20
1033	20
1610	18
2599	0
322	4
2071	6
484	1
1585	0
197	0
635	0
644	0
559	0
904	0
1219	0
301	0
448	5
431	5
1468	0
1488	0
2126	0
2751	0
0	0
1234	8
590	11
200	10
1669	14
2636	7
524	0
848	3
1529	3
762	0
0	0
0	0
776	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
184	3
6598	120
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
109	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
680	1
1199	1
757	0
2405	4
1452	6
1807	2
0	0
758	0
2072	8
1210	8
560	0
487	0
821	0
1679	3
1665	18
5717	42
2261	26
0	0
356	3
1833	3
643	0
938	9
1845	9
1424	1
2605	0
468	0
297	0
92	0
924	0
678	1
2068	1
1195	5
2761	5
1840	1
629	0
1627	17
580	18
2476	1
1899	0
0	0
3633	0
835	0
1761	1
1844	1
1241	16
2864	21
272	18
1215	13
1345	0
744	0
85	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
69	0
0	0
180	107
162	0
4606	4
707	4
0	0
2	1
519	0
20	1
0	0
0	0
222	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1998	0
793	3
2279	18
128	15
646	12
286	12
1951	0
982	16
1821	21
1143	11
449	6
1346	1
1777	1
582	0
0	0
1167	17
2450	17
752	0
0	0
880	2
1802	2
710	0
2473	1
1569	0
50	0
2653	12
2612	25
309	12
2668	2
2001	3
3840	11
4218	24
1002	14
365	2
2498	2
1929	11
332	11
95	23
899	23
1395	8
2639	8
1953	17
1380	20
0	0
3006	0
1852	1
913	5
1730	6
106	3
2781	3
1987	0
325	0
138	0
1880	3
1432	21
668	21
756	3
896	4
1197	19
1573	27
1002	24
1635	35
561	23
138	0
1	0
2428	0
279	8
2752	9
0	0
0	0
0	0
0	0
0	114
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
428	0
1	1
23	0
0	0
1	0
0	0
0	0
0	0
58	107
0	0
0	0
0	0
0	0
526	1
0	0
142	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	63
0	0
1747	0
1712	0
2311	0
1263	0
1199	1
2300	0
594	1
539	0
794	8
148	8
3162	1
303	1
1185	9
2065	10
1128	0
1400	0
50	0
0	0
0	0
1325	0
1072	2
1	0
1769	30
2788	29
1676	0
2115	0
211	5
1704	5
1074	0
3613	1
3	0
2908	0
1726	10
552	12
882	11
502	13
95	4
3077	0
3182	17
234	17
1543	15
2944	32
1880	24
2436	27
864	33
2542	13
0	0
693	6
4286	6
1362	23
824	42
374	19
219	23
398	43
107	20
2098	2
428	5
600	8
2892	19
573	17
871	8
3657	14
3080	4
2	0
5111	21
1142	18
3055	1
2384	13
1844	12
2215	0
80	0
135	8
322	9
2975	8
1069	7
0	0
0	0
1366	2
1005	26
1281	38
1369	22
1055	9
57	0
1130	0
468	1
651	5
624	12
2329	11
181	2
1	0
567	19
2475	34
1296	20
2848	10
701	18
721	14
178	3
1206	13
576	14
2002	4
921	7
2213	9
766	2
509	18
1956	24
1172	10
1855	22
917	18
263	0
2346	0
2821	0
398	1
2372	3
1671	0
795	1
3194	1
822	0
1613	0
1409	2
1192	2
2427	19
2199	19
688	0
333	14
2361	13
45	0
110	316
1142	1
659	2
547	0
2795	0
203	5
1590	39
154	34
1124	0
346	4
1809	4
1833	1
0	0
0	0
0	0
1638	0
1037	0
3519	0
2849	8
4173	19
587	35
2054	24
13689	4
2638	5
1614	23
1474	17
1674	1
0	0
0	0
147	0
2623	0
564	0
2515	0
1074	11
2345	14
730	2
288	1
2295	1
1793	4
2093	12
1763	9
2	0
2027	12
3407	24
2252	12
4102	0
626	0
225	4
752	4
2885	0
1724	0
1705	0
1488	0
2615	0
3383	2
300	0
1728	0
1795	1
833	9
625	8
1454	0
1336	0
37	0
845	0
2	0
1356	0
619	1
122	1
3332	0
0	0
0	0
1305	0
3259	0
20	0
118	0
0	0
0	0
0	0
0	0
0	0
0	0
624	11
584	11
1283	3
1359	4
1501	3
1390	2
474	19
1660	20
574	18
488	17
1	0
222	0
1132	12
2440	19
708	14
145	16
740	19
466	24
935	26
539	26
141	22
867	16
408	13
479	7
216	12
194	32
658	39
1138	31
463	26
279	12
1452	7
282	18
1097	25
1155	14
321	3
523	0
2214	0
4267	0
0	0
1529	0
1459	0
81	0
1344	0
117	0
356	0
6441	2
2502	1
241	16
1345	17
643	12
2200	13
459	1
92	0
0	0
1	0
1822	17
977	33
192	28
699	24
676	30
2353	17
725	29
729	29
1808	0
991	13
1121	19
1221	4
1469	0
1248	1
754	1
1778	0
1505	0
1413	1
318	8
582	25
3234	31
688	35
1172	34
980	21
1508	9
432	0
412	1
1279	7
3998	7
1388	15
235	16
2719	0
2058	0
542	0
666	0
1813	3
1978	3
1071	1
209	1
703	19
6220	19
1685	1
1494	1
1235	0
1293	2
401	2
1493	0
2405	1
467	0
159	1
149	15
1019	16
1664	2
848	4
3231	5
1295	3
769	3
686	0
1616	0
2003	0
2477	13
3584	14
1849	0
538	1
1844	0
2488	1
1271	0
1114	0
1900	11
374	15
164	5
2308	31
1636	30
853	0
1012	0
2182	7
1997	8
1568	2
656	10
503	13
1693	3
1125	0
3933	9
1074	10
918	1
2	0
2664	1
1751	0
1255	10
2052	10
1111	14
2771	14
541	4
690	4
3081	1
3381	0
3409	0
664	0
782	0
1788	2
344	0
2003	0
2	0
527	0
0	0
2578	1
1082	6
1882	8
2637	6
126	2
575	0
4678	2
333	1
395	0
2645	0
428	0
750	0
651	1
2084	1
1259	0
996	0
1934	14
686	16
1079	25
970	34
2695	12
7367	0
1636	11
299	13
4769	4
1273	1
846	0
1485	1
154	3
737	3
3142	0
220	22
217	22
0	0
951	10
448	10
2486	1
1314	19
1326	61
1362	45
2664	0
57	0
0	0
1230	0
1628	0
0	0
1768	0
1693	0
1857	13
1882	13
649	3
1288	11
2086	22
1874	29
2672	38
1315	26
121	5
89	1
3608	19
3592	17
1	0
0	0
549	0
2235	4
860	5
2215	2
581	2
945	3
1410	3
2699	0
4500	3
0	0
3694	2
1	0
2853	1
1528	2
1807	0
2344	0
1149	33
1634	44
1014	30
2341	19
1	0
49	0
1034	0
3109	0
2589	2
2049	2
1392	0
1047	0
2002	0
148	0
222	0
573	0
3351	0
1305	0
2252	12
1325	34
1414	23
1557	3
1792	4
2992	2
2568	3
1430	24
1401	20
0	0
999	0
3212	0
723	0
0	0
0	0
390	0
1186	0
382	1
95	1
188	0
2	0
84	5
0	0
0	0
1532	5
0	0
0	0
0	0
4113	0
262	0
336	0
200	3
2275	3
0	0
0	0
0	0
1586	0
2395	170
4061	170
1	0
354	1
2752	1
3157	0
1266	2
1329	2
1111	0
616	0
2532	0
1074	0
0	0
2156	0
562	0
1405	19
1224	19
4365	0
1752	0
1042	0
1623	0
625	0
318	0
1498	0
1278	0
1766	0
1497	0
1057	2
1136	2
987	0
802	0
108	0
0	0
1779	7
1147	26
1896	20
150	0
1640	1
1884	0
469	6
599	6
4462	3
3282	3
1207	20
549	17
1623	1
201	0
584	1
0	0
0	0
0	0
2707	1
2617	0
823	0
4795	0
107	3
4125	8
226	5
5200	0
941	0
119	0
3309	0
950	0
108	0
4986	0
171	1
1942	13
2185	13
3024	2
1565	9
2214	27
2945	42
760	24
1189	1
3690	0
702	0
1309	0
1938	0
15	1
65	2
1000	1
780	0
205	0
576	16
1549	24
311	8
933	9
1167	9
1912	14
1587	13
1658	0
2272	0
327	7
440	12
237	5
1641	0
2273	3
303	1
1350	1
745	0
0	0
0	0
2055	0
545	0
1444	5
1471	7
1496	2
1283	1
1817	1
2669	0
2662	0
568	0
1846	1
3589	1
411	4
3309	5
595	0
188	0
3651	3
3229	0
0	0
1099	0
0	0
3802	0
78	0
1	0
937	8
4068	9
2724	0
0	0
1017	0
3897	0
0	0
801	3
324	3
1	0
4519	21
1539	21
1696	14
1268	17
157	3
3070	0
0	0
750	0
1458	0
5038	111
1274	1
1937	8
3014	9
1921	7
2694	5
124	8
673	8
3234	0
787	0
483	0
4098	7
4241	18
1809	13
6514	3
3554	0
992	0
3982	0
2831	35
3125	45
5126	15
1737	46
3244	61
3069	27
2395	9
11998	3
1287	0
574	26
382	26
483	0
1039	0
721	5
764	5
1605	5
1275	13
1175	8
1042	0
2730	23
381	37
1729	18
1954	4
4160	0
2721	18
1210	41
994	49
1001	27
1848	17
2222	30
1187	19
1639	5
2499	0
931	2
1622	7
3763	8
905	3
1755	0
875	0
2050	1
1971	1
1123	0
1426	0
331	0
705	0
3141	1
1773	0
979	0
2058	0
1560	1
609	0
1767	13
4340	13
0	93
0	0
0	0
0	0
42	93
279	1
1043	1
473	4
404	4
1841	5
1412	17
4207	14
3174	3
505	2
85	1
